137749,6,1080,1320
137779,0,600,1050
137750,3,1080,1230
137750,5,1080,1230
137738,2,600,330
137748,5,1080,1230
137771,4,480,630
137774,4,1080,0
137767,0,840,1200
137773,1,840,630
137781,0,840,0
137789,3,360,0
137758,4,600,1110
137747,4,480,1020
137779,2,600,1050
137772,2,360,1200
137790,2,1080,840
137770,3,480,1050
137740,4,840,300
137841,6,1080,750
137797,0,840,1350
137798,4,600,330
137798,6,600,330
137798,1,600,330
137799,5,600,1230
137799,0,600,1230
137799,2,600,1230
137800,6,480,240
137813,5,600,1200
137833,3,480,1350
137825,6,360,300
137812,4,1080,630
137823,4,600,630
137838,3,480,510
137824,2,1080,0
137806,4,600,300
137825,3,360,300
137731,4,600,1020
137806,2,600,300
137726,6,480,1410
137828,6,840,30
137826,2,360,1020
137841,1,1080,750
137822,0,600,150
137726,4,480,1410
137814,6,360,330
137836,6,1080,1320
137835,5,1080,1410
137820,5,1080,750
137819,2,600,750
137728,1,480,0
137822,5,600,150
137729,4,1080,840
137837,4,1080,390
137823,6,600,630
137815,5,1080,0
137845,3,840,1410
137816,6,840,750
137801,4,1080,330
137729,0,1080,840
137805,3,1080,510
137838,1,480,510
137729,2,1080,840
137808,3,600,1200
137814,2,360,330
137805,6,1080,510
137818,3,840,840
137834,4,600,1230
137731,6,600,1020
137809,6,600,630
137849,4,840,150
137831,0,360,750
137832,6,840,0
137829,3,840,1200
137821,6,1080,330
137730,1,1080,390
137851,4,840,300
137824,5,1080,0
137822,3,600,150
137726,1,480,1410
137727,2,600,0
137850,1,360,1410
137820,1,1080,750
137733,0,840,300
137733,2,840,300
137848,6,1080,630
137851,2,840,300
137816,1,840,750
137854,5,1080,330
137855,6,840,240
137823,1,600,630
137842,5,480,30
137821,4,1080,330
137816,4,840,750
137848,1,1080,630
137727,5,600,0
137841,4,1080,750
137811,1,480,1110
137846,6,600,390
137829,0,840,1200
137815,0,1080,0
137855,3,840,240
137839,4,360,330
137853,6,360,30
137856,0,1080,0
137853,4,360,30
137854,0,1080,330
137733,5,840,300
137804,0,840,1320
137846,2,600,390
137831,2,360,750
137731,2,600,1020
137850,3,360,1410
137813,1,600,1200
137827,5,840,1020
137830,1,360,300
137844,4,600,240
137800,1,480,240
137805,1,1080,510
137847,0,840,1410
137840,3,600,1410
137811,3,480,1110
137835,0,1080,1410
137811,6,480,1110
137827,3,840,1020
137804,5,840,1320
137844,0,600,240
137802,5,360,150
137840,5,600,1410
137840,0,600,1410
137829,5,840,1200
137732,1,480,1320
137847,3,840,1410
137820,3,1080,750
137803,6,600,1410
137846,4,600,390
137814,4,360,330
137802,1,360,150
137817,0,600,300
137804,3,840,1320
137843,6,1080,1410
137808,5,600,1200
137832,3,840,0
137732,4,480,1320
137847,5,840,1410
137821,2,1080,330
137843,1,1080,1410
137854,2,1080,330
137837,0,1080,390
137828,2,840,30
137817,5,600,300
137812,2,1080,630
137843,3,1080,1410
137844,2,600,240
137852,3,360,1110
137813,3,600,1200
137803,2,600,1410
137810,5,480,30
137852,0,360,1110
137855,1,840,240
137818,1,840,840
137727,0,600,0
137728,3,480,0
137810,0,480,30
137839,6,360,330
137730,3,1080,390
137801,2,1080,330
137837,2,1080,390
137845,5,840,1410
137835,2,1080,1410
137824,0,1080,0
137849,2,840,150
137848,3,1080,630
137850,5,360,1410
137728,5,480,0
137810,2,480,30
137817,2,600,300
137800,3,480,240
137830,6,360,300
137812,0,1080,630
137839,2,360,330
137826,0,360,1020
137806,0,600,300
137838,5,480,510
137815,3,1080,0
137827,1,840,1020
137803,4,600,1410
137826,4,360,1020
137807,6,360,240
137834,6,600,1230
137833,5,480,1350
137809,1,600,630
137853,1,360,30
137851,6,840,300
137849,0,840,150
137818,6,840,840
137845,1,840,1410
137801,0,1080,330
137828,4,840,30
137819,0,600,750
137831,5,360,750
137819,4,600,750
137833,0,480,1350
137807,2,360,240
137832,1,840,0
137852,5,360,1110
137730,5,1080,390
137825,1,360,300
137842,0,480,30
137732,6,480,1320
137802,3,360,150
137807,4,360,240
137834,1,600,1230
137809,4,600,630
137808,0,600,1200
137836,1,1080,1320
137830,4,360,300
137836,3,1080,1320
137842,2,480,30
137905,1,360,240
137856,2,1080,0
137856,4,1080,0
137857,1,480,1230
137857,3,480,1230
137857,5,480,1230
137858,2,840,30
137858,4,840,30
137858,6,840,30
137890,4,480,1350
137905,5,360,240
137907,2,360,240
137903,6,840,330
137866,3,840,1200
137866,5,840,1200
137866,0,840,1200
137874,0,1080,1200
137897,1,480,1350
137887,6,360,1410
137882,6,480,1050
137880,4,600,150
137865,2,480,1200
137873,1,1080,240
137879,5,480,510
137859,3,840,240
137900,0,600,840
137905,3,360,240
137880,6,600,150
137911,0,840,1350
137909,0,840,240
137909,5,840,240
137909,2,840,240
137901,1,360,750
137897,3,480,1350
137902,5,1080,1410
137887,4,360,1410
137877,5,480,240
137870,4,480,750
137862,6,840,1200
137892,6,600,150
137913,4,840,1050
137914,4,480,30
137870,2,480,750
137863,2,360,1020
137904,2,1080,840
137891,3,600,240
137722,2,840,150
137895,0,840,300
137915,0,360,1230
137860,1,480,1200
137899,6,600,1410
137915,5,360,1230
137893,0,360,750
137894,1,360,150
137917,0,480,750
137908,0,1080,1200
137908,5,1080,1200
137921,0,1080,510
137921,5,1080,510
137912,3,1080,840
137881,0,840,330
137910,6,360,240
137885,2,840,1200
137889,6,360,1410
137916,6,480,1200
137861,0,480,1110
137860,6,480,1200
137891,1,600,240
137868,2,1080,30
137876,4,840,1110
137901,4,360,750
137861,2,480,1110
137872,0,840,1320
137911,2,840,1350
137919,1,480,1200
137918,2,600,1020
137877,1,480,240
137861,5,480,1110
137882,3,480,1050
137903,1,840,330
137898,5,480,240
137865,4,480,1200
137885,6,840,1200
137869,1,600,1350
137722,4,840,150
137912,5,1080,840
137870,0,480,750
137889,3,360,1410
137872,5,840,1320
137919,5,480,1200
137876,0,840,1110
137893,5,360,750
137869,6,600,1350
137892,4,600,150
137863,4,360,1020
137907,4,360,240
137913,6,840,1050
137917,3,480,750
137875,6,360,750
137900,3,600,840
137885,4,840,1200
137876,2,840,1110
137889,1,360,1410
137898,3,480,240
137908,3,1080,1200
137904,4,1080,840
137878,2,480,1410
137878,4,480,1410
137921,3,1080,510
137917,5,480,750
137867,6,1080,1020
137859,0,840,240
137873,6,1080,240
137900,5,600,840
137859,5,840,240
137888,2,360,1350
137887,1,360,1410
137877,3,480,240
137865,6,480,1200
137879,3,480,510
137898,1,480,240
137873,4,1080,240
137920,2,840,630
137875,1,360,750
137916,3,480,1200
137904,0,1080,840
137864,5,360,510
137920,6,840,630
137920,4,840,630
137878,6,480,1410
137906,6,480,330
137903,3,840,330
137871,5,360,1350
137907,6,360,240
137863,0,360,1020
137871,1,360,1350
137888,5,360,1350
137884,5,1080,300
137871,3,360,1350
137886,0,840,240
137869,3,600,1350
137918,0,600,1020
137894,4,360,150
137901,6,360,750
137879,0,480,510
137902,0,1080,1410
137913,2,840,1050
137906,4,480,330
137886,5,840,240
137896,2,600,1200
137915,2,360,1230
137916,1,480,1200
137722,6,840,150
137895,5,840,300
137890,2,480,1350
137919,3,480,1200
137874,5,1080,1200
137914,6,480,30
137892,2,600,150
137890,0,480,1350
137884,3,1080,300
137914,1,480,30
137868,0,1080,30
137912,1,1080,840
137868,5,1080,30
137883,2,1080,1200
137872,3,840,1320
137874,2,1080,1200
137864,3,360,510
137884,1,1080,300
137883,0,1080,1200
137918,4,600,1020
137883,4,1080,1200
137881,2,840,330
137888,0,360,1350
137897,6,480,1350
137882,1,480,1050
137899,2,600,1410
137906,1,480,330
137894,6,360,150
137886,3,840,240
137860,4,480,1200
137864,1,360,510
137902,2,1080,1410
137911,4,840,1350
137867,1,1080,1020
137881,5,840,330
137895,2,840,300
137910,3,360,240
137899,4,600,1410
137893,3,360,750
137891,5,600,240
137867,4,1080,1020
137896,0,600,1200
137862,3,840,1200
137896,4,600,1200
137862,1,840,1200
137880,1,600,150
137875,3,360,750
137910,1,360,240
137972,1,360,1020
137923,4,840,1200
137923,6,840,1200
137923,1,840,1200
137924,5,600,750
137924,0,600,750
137924,2,600,750
137925,6,600,1230
137925,1,600,1230
137961,2,1080,390
137967,3,600,1350
137946,1,480,840
137928,4,480,750
137927,3,840,510
137943,3,600,330
137926,4,600,1350
137939,6,1080,150
137927,1,840,510
137931,0,480,150
137972,4,360,1020
137949,6,600,1410
137941,3,600,150
137967,6,600,1350
137950,3,360,750
137957,0,600,1350
137929,0,600,630
137958,6,1080,330
137958,4,1080,330
137932,1,600,240
137973,5,1080,840
137970,6,1080,1200
137939,1,1080,150
137942,4,480,1020
137935,6,840,30
137979,1,1080,390
137980,5,480,150
137969,1,360,30
137926,2,600,1350
137955,5,480,300
137982,2,1080,0
137941,5,600,150
137957,3,600,1350
137934,3,1080,330
137933,2,480,510
137953,6,840,1050
137956,2,480,0
137970,2,1080,1200
137976,1,840,750
137949,2,600,1410
137935,2,840,30
137936,3,840,1410
137947,0,480,1350
137936,5,840,1410
137960,3,1080,1110
137987,2,840,1320
137944,6,600,300
137926,0,600,1350
137933,4,480,510
137961,4,1080,390
137932,3,600,240
137967,1,600,1350
137962,3,1080,30
137934,5,1080,330
137954,0,1080,630
137931,2,480,150
137931,5,480,150
137940,4,480,300
137932,6,600,240
137939,3,1080,150
137968,4,480,1350
137975,4,600,150
137952,2,600,240
137945,2,600,390
137969,3,360,30
137934,1,1080,330
137933,0,480,510
137963,2,480,1110
137984,4,480,300
137979,4,1080,390
137969,5,360,30
137974,3,1080,330
137979,6,1080,390
137963,4,480,1110
137938,2,480,390
137976,5,840,750
137982,4,1080,0
137966,2,1080,1350
137951,4,600,1020
137945,5,600,390
137986,6,600,840
137976,3,840,750
137983,3,840,30
137973,2,1080,840
137984,2,480,300
137968,0,480,1350
137972,6,360,1020
137954,2,1080,630
137929,3,600,630
137945,0,600,390
137965,1,360,150
137971,3,1080,630
137956,4,480,0
137977,4,360,1320
137988,3,360,1020
137977,6,360,1320
137955,3,480,300
137946,6,480,840
137938,5,480,390
137978,0,840,630
137928,6,480,750
137947,4,480,1350
137965,4,360,150
137959,5,840,1230
137925,3,600,1230
137978,3,840,630
137962,1,1080,30
137941,1,600,150
137974,6,1080,330
137982,0,1080,0
137944,1,600,300
137929,5,600,630
137964,5,360,1110
137975,2,600,150
137951,6,600,1020
137960,1,1080,1110
137943,0,600,330
137940,2,480,300
137960,6,1080,1110
137963,6,480,1110
137942,2,480,1020
137987,5,840,1320
137954,4,1080,630
137937,4,600,240
137957,5,600,1350
137953,1,840,1050
137975,0,600,150
137949,4,600,1410
137952,5,600,240
137938,0,480,390
137930,4,480,30
137943,5,600,330
137984,6,480,300
137986,1,600,840
137944,4,600,300
137950,5,360,750
137951,1,600,1020
137935,4,840,30
137937,6,600,240
137977,2,360,1320
137985,3,360,0
137981,6,1080,510
137937,1,600,240
137989,0,480,240
137950,0,360,750
137956,6,480,0
137981,1,1080,510
137964,3,360,1110
137988,1,360,1020
137978,5,840,630
137953,3,840,1050
137966,5,1080,1350
137966,0,1080,1350
137964,0,360,1110
137959,0,840,1230
137968,2,480,1350
137958,1,1080,330
137959,2,840,1230
137928,2,480,750
137985,0,360,0
137971,5,1080,630
137927,5,840,510
137989,2,480,240
137983,1,840,30
137988,6,360,1020
137983,5,840,30
137955,1,480,300
137940,0,480,300
137952,0,600,240
137962,5,1080,30
137971,0,1080,630
137974,1,1080,330
137930,6,480,30
137986,4,600,840
137946,3,480,840
137980,0,480,150
137985,5,360,0
137980,2,480,150
137948,1,360,840
137965,6,360,150
137973,0,1080,840
137948,3,360,840
137970,4,1080,1200
137947,2,480,1350
137942,6,480,1020
137987,0,840,1320
137948,5,360,840
137961,0,1080,390
137936,0,840,1410
137981,3,1080,510
137930,1,480,30
138039,3,480,1410
137989,4,480,240
137990,1,840,0
137990,3,840,0
137990,5,840,0
137991,2,840,300
137991,4,840,300
137991,6,840,300
137992,3,1080,840
137996,0,1080,0
138028,6,1080,330
137995,1,480,1050
138024,4,600,330
138027,5,480,1230
138016,1,600,510
138002,3,360,510
138017,0,360,330
138001,2,1080,840
138040,4,1080,150
138006,3,360,330
138019,4,840,240
137998,6,1080,510
138012,6,480,630
138031,4,480,300
138005,6,840,330
138020,5,360,390
138026,4,480,1050
138004,1,480,510
138023,3,1080,1020
138010,0,840,300
138017,2,360,330
138035,1,480,1200
138014,1,480,330
138023,1,1080,1020
138035,6,480,1200
137994,0,480,1230
138034,0,600,240
138001,5,1080,840
138038,2,600,300
138004,5,480,510
138031,0,480,300
138022,0,480,30
138005,2,840,330
138029,0,1080,30
138034,5,600,240
138019,2,840,240
138044,6,480,0
138042,6,360,1050
138014,6,480,330
138036,0,360,1020
138019,6,840,240
138025,1,600,1200
138021,4,1080,240
138047,4,1080,30
138051,6,840,330
138054,4,600,1350
138017,4,360,330
138030,1,600,240
138054,6,600,1350
137999,0,360,510
138038,0,600,300
138039,5,480,1410
138046,5,600,510
138052,4,1080,150
137995,3,480,1050
138015,5,480,150
138041,0,840,1050
138042,1,360,1050
137998,2,1080,510
138026,6,480,1050
138002,1,360,510
138055,5,840,240
138051,3,840,330
138001,0,1080,840
138007,4,1080,1410
138022,5,480,30
138049,4,480,1350
138018,5,1080,1320
137992,0,1080,840
138004,3,480,510
138000,1,360,150
138034,3,600,240
137999,3,360,510
138032,3,480,630
138024,0,600,330
138013,0,1080,1230
137993,4,840,1020
138023,6,1080,1020
138020,3,360,390
138029,2,1080,30
138052,0,1080,150
138032,1,480,630
138050,2,480,510
138048,5,1080,1020
138007,6,1080,1410
137997,3,600,0
138047,2,1080,30
138021,6,1080,240
138009,3,1080,0
138028,4,1080,330
138020,0,360,390
138016,6,600,510
138003,2,840,630
138037,6,1080,510
138010,2,840,300
138011,5,360,390
138049,1,480,1350
138040,2,1080,150
138055,0,840,240
138056,4,600,300
138045,4,480,1230
138028,1,1080,330
138010,4,840,300
138015,2,480,150
138012,4,480,630
138048,0,1080,1020
137997,5,600,0
138045,0,480,1230
138013,3,1080,1230
138008,5,600,0
138035,4,480,1200
138036,5,360,1020
138011,3,360,390
138011,1,360,390
138022,2,480,30
138047,6,1080,30
138030,3,600,240
138013,5,1080,1230
138003,4,840,630
137996,4,1080,0
137995,6,480,1050
138000,6,360,150
138000,4,360,150
138038,4,600,300
138030,6,600,240
138012,2,480,630
138050,5,480,510
138006,0,360,330
138033,2,600,1410
137997,1,600,0
137999,5,360,510
137993,6,840,1020
138033,6,600,1410
138029,5,1080,30
137994,5,480,1230
137993,1,840,1020
137996,2,1080,0
138036,2,360,1020
138025,5,600,1200
138002,6,360,510
138046,1,600,510
138053,3,480,1110
138025,3,600,1200
138021,1,1080,240
138018,1,1080,1320
138050,0,480,510
138033,4,600,1410
138051,1,840,330
138043,2,1080,1050
138005,4,840,330
138008,2,600,0
138018,3,1080,1320
138006,5,360,330
138049,6,480,1350
138037,1,1080,510
138003,0,840,630
138032,5,480,630
138048,3,1080,1020
138053,5,480,1110
138015,0,480,150
138046,3,600,510
137992,5,1080,840
138031,2,480,300
138053,1,480,1110
138009,1,1080,0
138039,1,480,1410
138042,4,360,1050
138016,3,600,510
138009,6,1080,0
138043,0,1080,1050
137994,2,480,1230
138043,5,1080,1050
138026,2,480,1050
137998,4,1080,510
138052,2,1080,150
138008,0,600,0
138024,2,600,330
138044,1,480,0
138055,3,840,240
138037,3,1080,510
138041,5,840,1050
138027,3,480,1230
138027,0,480,1230
138040,6,1080,150
138045,2,480,1230
138054,2,600,1350
138014,4,480,330
138044,3,480,0
138007,1,1080,1410
138041,3,840,1050
138105,5,1080,1350
138056,6,600,300
138056,1,600,300
138057,5,600,1230
138057,0,600,1230
138057,2,600,1230
138058,6,360,300
138058,1,360,300
138058,3,360,300
138062,5,360,150
138094,3,600,240
138089,0,1080,1050
137922,1,600,1320
138080,5,1080,0
138072,0,480,510
138059,2,360,1320
138071,0,840,1200
138101,1,360,510
138097,4,480,1110
138099,3,600,390
138074,5,1080,1050
138063,4,600,750
138091,0,360,30
138081,2,480,1020
138087,3,1080,1050
138108,2,480,1020
138102,4,480,1320
138106,6,360,840
138100,2,840,1200
138069,5,360,1200
138104,1,360,1050
138065,3,1080,330
138109,3,840,390
138084,6,840,1410
138096,3,360,300
138101,5,360,510
138073,5,600,630
138098,5,600,330
138106,3,360,840
138105,2,1080,1350
138060,1,840,1350
138115,1,840,1200
138114,2,1080,330
138090,4,360,240
138062,3,360,150
138117,3,360,1350
138111,3,480,390
138115,3,840,1200
138112,0,480,300
138067,5,600,390
138078,5,600,1350
138118,4,360,0
138113,3,840,390
138072,2,480,510
138118,6,360,0
138120,3,360,0
138094,1,600,240
138079,4,1080,30
138111,1,480,390
138083,5,600,1020
138103,5,1080,630
138078,0,600,1350
138061,2,600,1410
138114,4,1080,330
138081,6,480,1020
138112,5,480,300
138059,0,360,1320
138100,4,840,1200
138119,5,1080,1110
138070,6,600,240
138060,5,840,1350
138110,1,840,300
138065,1,1080,330
138068,4,600,0
138092,6,840,1110
138074,3,1080,1050
138119,2,1080,1110
138120,6,360,0
138070,1,600,240
138119,0,1080,1110
138059,4,360,1320
138075,4,1080,390
138073,1,600,630
138100,0,840,1200
138103,3,1080,630
138088,2,840,300
138085,2,360,1320
138113,6,840,390
138082,5,600,1320
138087,5,1080,1050
138113,1,840,390
138076,4,480,390
138104,6,360,1050
138098,0,600,330
138121,4,840,1350
138109,0,840,390
138092,3,840,1110
138079,2,1080,30
138089,3,1080,1050
138107,4,360,1050
138085,0,360,1320
138071,2,840,1200
138093,4,840,300
138110,4,840,300
138121,0,840,1350
138070,4,600,240
138080,3,1080,0
138061,6,600,1410
138063,6,600,750
138101,3,360,510
138116,2,480,150
138082,0,600,1320
138064,5,1080,300
138077,6,1080,840
138061,4,600,1410
138065,6,1080,330
138082,3,600,1320
138063,1,600,750
138076,6,480,390
138114,0,1080,330
138093,2,840,300
138076,1,480,390
138088,4,840,300
138084,4,840,1410
138094,5,600,240
138087,1,1080,1050
138110,6,840,300
138081,4,480,1020
138064,2,1080,300
138064,0,1080,300
138079,0,1080,30
138071,5,840,1200
138095,2,480,750
138089,5,1080,1050
138085,4,360,1320
138075,2,1080,390
138096,5,360,300
138099,1,600,390
138074,0,1080,1050
138096,0,360,300
137922,6,600,1320
138078,2,600,1350
138104,4,360,1050
138088,6,840,300
138077,3,1080,840
138111,5,480,390
138099,6,600,390
137922,3,600,1320
138092,1,840,1110
138118,1,360,0
138068,2,600,0
138102,2,480,1320
138086,3,480,390
138073,3,600,630
138107,2,360,1050
138112,2,480,300
138095,4,480,750
138060,3,840,1350
138068,6,600,0
138120,1,360,0
138095,6,480,750
138103,0,1080,630
138115,5,840,1200
138066,0,600,1320
138077,1,1080,840
138066,4,600,1320
138072,4,480,510
138117,5,360,1350
138086,1,480,390
138097,1,480,1110
138084,1,840,1410
138107,0,360,1050
138108,6,480,1020
138069,0,360,1200
138067,3,600,390
138080,1,1080,0
138109,5,840,390
138066,2,600,1320
138069,3,360,1200
138086,6,480,390
138083,2,600,1020
138090,1,360,240
138102,6,480,1320
138091,5,360,30
138116,4,480,150
138106,1,360,840
138116,6,480,150
138121,2,840,1350
138062,0,360,150
138083,0,600,1020
138097,6,480,1110
138067,1,600,390
138093,0,840,300
138117,0,360,1350
138105,0,1080,1350
138090,6,360,240
138091,2,360,30
138075,6,1080,390
138098,2,600,330
138108,4,480,1020
138172,5,360,240
138123,1,480,1410
138123,3,480,1410
138123,5,480,1410
138124,2,360,390
138124,4,360,390
138124,6,360,390
138125,3,600,1320
138125,5,600,1320
138156,6,360,1410
138138,6,840,300
138130,1,600,1050
138133,4,1080,1200
138165,3,1080,390
138138,4,840,300
138153,3,360,0
138129,2,600,240
138145,2,1080,150
138173,6,840,1350
138139,5,600,390
138159,6,1080,300
138134,5,840,1200
138133,6,1080,1200
138156,3,360,1410
138177,3,600,630
138135,6,1080,1200
138178,2,1080,240
138158,1,1080,750
138162,2,840,750
138167,0,840,300
138154,4,360,1110
138166,6,840,630
138142,1,360,1350
138151,1,1080,1230
138138,2,840,300
138137,5,360,240
138128,1,600,1200
138131,6,600,510
138147,1,1080,150
138164,4,840,630
138178,0,1080,240
138133,1,1080,1200
138181,5,600,150
138128,3,600,1200
138150,4,480,510
138139,3,600,390
138184,1,1080,1200
138175,1,600,30
138184,6,1080,1200
138128,6,600,1200
138186,3,360,30
138186,5,360,30
138165,5,1080,390
138160,5,480,1230
138147,4,1080,150
138178,4,1080,240
138136,0,840,1110
138189,4,1080,1020
138136,4,840,1110
138149,6,840,1200
138169,0,360,390
138170,6,480,0
138148,0,480,630
138141,2,480,1410
138180,6,480,750
138141,5,480,1410
138188,5,840,1110
138150,0,480,510
138151,3,1080,1230
138152,2,480,750
138136,2,840,1110
138182,1,600,1200
138127,0,1080,630
138149,1,840,1200
138180,2,480,750
138142,6,360,1350
138144,3,600,1410
138176,2,840,1410
138163,3,840,1230
138143,0,840,1200
138169,2,360,390
138144,1,600,1410
138140,1,1080,1050
138140,4,1080,1050
138143,2,840,1200
138163,1,840,1230
138152,6,480,750
138134,0,840,1200
138166,4,840,630
138181,3,600,150
138189,6,1080,1020
138170,3,480,0
138163,6,840,1230
138182,4,600,1200
138152,4,480,750
138148,5,480,630
138164,0,840,630
138157,4,360,150
138158,3,1080,750
138182,6,600,1200
138147,6,1080,150
138177,6,600,630
138176,0,840,1410
138188,3,840,1110
138162,5,840,750
138160,0,480,1230
138168,1,360,510
138155,0,840,510
138146,3,1080,1050
138173,2,840,1350
138145,6,1080,150
138149,3,840,1200
138175,4,600,30
138175,6,600,30
138159,4,1080,300
138156,1,360,1410
138159,2,1080,300
138185,0,360,1020
138179,1,480,30
138158,5,1080,750
138168,4,360,510
138126,4,480,510
138135,3,1080,1200
138157,2,360,150
138132,3,480,510
138169,5,360,390
138132,0,480,510
138130,5,600,1050
138130,3,600,1050
138180,4,480,750
138131,2,600,510
138148,2,480,630
138172,3,360,240
138157,0,360,150
138140,6,1080,1050
138171,4,360,840
138167,5,840,300
138171,2,360,840
138150,2,480,510
138167,3,840,300
138185,4,360,1020
138144,5,600,1410
138165,1,1080,390
138154,1,360,1110
138146,0,1080,1050
138186,1,360,30
138179,5,480,30
138179,3,480,30
138129,0,600,240
138155,2,840,510
138181,0,600,150
138170,1,480,0
138126,1,480,510
138143,4,840,1200
138137,1,360,240
138188,0,840,1110
138174,0,480,0
138142,3,360,1350
138187,2,1080,1410
138135,1,1080,1200
138162,0,840,750
138161,4,840,750
138176,5,840,1410
138155,5,840,510
138161,1,840,750
138166,2,840,630
138174,5,480,0
138151,5,1080,1230
138137,3,360,240
138185,2,360,1020
138161,6,840,750
138172,1,360,240
138177,1,600,630
138127,2,1080,630
138168,6,360,510
138173,4,840,1350
138164,2,840,630
138125,0,600,1320
138134,2,840,1200
138174,3,480,0
138129,4,600,240
138146,5,1080,1050
138153,5,360,0
138139,0,600,390
138145,4,1080,150
138187,6,1080,1410
138131,4,600,510
138171,0,360,840
138183,5,360,1410
138183,0,360,1410
138183,2,360,1410
138187,4,1080,1410
138132,5,480,510
138127,5,1080,630
138184,3,1080,1200
138160,3,480,1230
138126,6,480,510
138141,0,480,1410
138154,6,360,1110
138153,0,360,0
138239,0,360,1320
138189,1,1080,1020
138190,5,480,750
138190,0,480,750
138190,2,480,750
138191,6,480,510
138191,1,480,510
138191,3,480,510
138192,0,1080,1230
138222,2,360,1110
138208,4,360,330
138217,4,600,1050
138217,6,600,1050
138222,4,360,1110
138227,4,480,1110
138207,5,480,300
138228,1,840,1110
138232,0,480,0
138231,6,480,0
138228,3,840,1110
138209,3,480,1230
138214,3,840,840
138204,0,840,1050
138192,2,1080,1230
138224,4,600,840
138238,1,600,630
138218,5,600,630
138246,5,840,1200
138195,0,360,1410
138245,1,480,1110
138214,1,840,840
138220,4,1080,630
138194,6,360,1410
138196,6,1080,0
138210,1,360,1020
138203,6,600,390
138223,5,360,1020
138201,2,840,1350
138241,4,840,1320
138224,1,600,840
138235,1,840,840
138210,6,360,1020
138236,2,480,1050
138248,4,480,330
138208,6,360,330
138225,0,840,840
138248,2,480,330
138215,6,360,1230
138212,6,480,150
138211,0,1080,1320
138212,1,480,150
138216,5,840,1230
138198,1,840,150
138230,0,360,150
138239,2,360,1320
138255,0,480,240
138210,4,360,1020
